site	temperature	pH_change
3	18.3333333333333	4.88267427490048
3	18.75	4.72621792916749
3	19.1666666666667	4.44884760646004
3	19.5833333333333	5.42963042141151
3	20	5.34611692869327
4	10	5.04195879447345
4	10.4166666666667	4.50604988889853
4	10.8333333333333	5.17427490023864
4	11.25	5.87487997225732
4	11.6666666666667	5.92691288253269
4	12.0833333333333	5.24104706283899
4	12.5	5.2360322745898
4	12.9166666666667	6.18888049893755
4	13.3333333333333	6.68966439528712
4	13.75	6.16567603061944
4	14.1666666666667	5.98713816810941
4	14.5833333333333	5.71548154829478
4	15	6.16395810683997
4	15.4166666666667	5.54504062754295
4	15.8333333333333	6.22035193400583
4	16.25	7.62845810707435
4	16.6666666666667	7.73784270796719
4	17.0833333333333	6.47545394434529
4	17.5	7.35801826884773
4	17.9166666666667	7.38459098388656
4	18.3333333333333	6.2976677051628
4	18.75	8.15461775970392
4	19.1666666666667	6.37389558777461
4	19.5833333333333	6.96531811627874
4	20	8.66226149940309
5	10	2.17309141907387
5	10.4166666666667	2.4987014631024
5	10.8333333333333	1.61327058807391
5	11.25	1.83141409369846
5	11.6666666666667	3.19118785737421
5	12.0833333333333	2.9218303721956
5	12.5	2.72847546957086
5	12.9166666666667	2.30711849250964
5	13.3333333333333	2.57129080071702
5	13.75	4.86313445452136
5	14.1666666666667	3.30778138901868
5	14.5833333333333	4.17658992921081
5	15	4.28275293768599
5	15.4166666666667	4.36598288986734
5	15.8333333333333	4.13653894173546
5	16.25	3.1519858395338
5	16.6666666666667	3.42044453593061
5	17.0833333333333	4.75153317546625
5	17.5	3.40817405689088
5	17.9166666666667	4.79176176005809
5	18.3333333333333	4.14746816702412
5	18.75	4.34054483507743
5	19.1666666666667	4.16517160601131
5	19.5833333333333	4.65523360238303
5	20	5.52882396334339
6	10	0.270213690930579
6	10.4166666666667	-0.146163972343108
6	10.8333333333333	0.689525262758003
6	11.25	1.30368447378911
6	11.6666666666667	0.203984074057465
6	12.0833333333333	0.601745405884814
6	12.5	0.531116307466225
6	12.9166666666667	-0.284208341180248
6	13.3333333333333	-0.18432611755821
6	13.75	1.87208397019032
6	14.1666666666667	1.20909956221033
6	14.5833333333333	1.17562281552706
6	15	0.823427422424658
6	15.4166666666667	1.12385849949617
6	15.8333333333333	0.95434619609529
6	16.25	0.941406560685718
6	16.6666666666667	1.13236351559629
6	17.0833333333333	0.332602801444728
6	17.5	2.78474429743906
6	17.9166666666667	1.72922254366034
6	18.3333333333333	1.0559641836133
6	18.75	2.14479277887424
6	19.1666666666667	0.920650023501887
6	19.5833333333333	2.62150210334993
6	20	1.21159012541242
7	10	0.144259977715756
7	10.4166666666667	2.82446989372463
7	10.8333333333333	2.76242972956789
7	11.25	1.5281307928195
7	11.6666666666667	1.18317261988792
7	12.0833333333333	0.98654866930862
7	12.5	2.18269137895781
7	12.9166666666667	1.18753373112618
7	13.3333333333333	2.0014390017923
7	13.75	2.78634998031265
7	14.1666666666667	3.37099582979573
7	14.5833333333333	2.29844106525747
7	15	2.88617620180315
7	15.4166666666667	3.25144477872796
7	15.8333333333333	4.37651232997792
7	16.25	2.60256630365564
7	16.6666666666667	2.25081246940513
7	17.0833333333333	2.18218593715274
7	17.5	3.96341144176597
7	17.9166666666667	3.63259485783071
7	18.3333333333333	4.31542158456399
7	18.75	3.77665648019149
7	19.1666666666667	4.25069267877446
7	19.5833333333333	4.23276281253893
7	20	4.19257207995815
8	10	4.49715230594524
8	10.4166666666667	5.96527149654043
8	10.8333333333333	4.94646186248029
8	11.25	5.84587709475443
8	11.6666666666667	5.64302862523715
8	12.0833333333333	6.92348711173845
8	12.5	6.32290851673551
8	12.9166666666667	5.73731369492651
8	13.3333333333333	6.11593199976438
8	13.75	6.18325858278349
8	14.1666666666667	4.95602152311366
8	14.5833333333333	7.75642827969011
8	15	7.46160812377825
8	15.4166666666667	6.32889843260067
8	15.8333333333333	7.281574131699
8	16.25	7.33213473512599
8	16.6666666666667	6.51851477718577
8	17.0833333333333	8.50302031680109
8	17.5	7.43495091608692
8	17.9166666666667	7.88587124744698
8	18.3333333333333	8.18941112081576
8	18.75	7.3587530480127
8	19.1666666666667	7.44347840815358
8	19.5833333333333	8.31793791300123
8	20	8.90381638385194
9	10	4.02271604932383
9	10.4166666666667	4.57519209897304
9	10.8333333333333	4.42551179346433
9	11.25	4.6827927072665
9	11.6666666666667	3.42898263098927
9	12.0833333333333	4.99495001083776
9	12.5	4.0781474969059
9	12.9166666666667	4.41499310863095
9	13.3333333333333	4.77760240759936
9	13.75	3.80749861417886
9	14.1666666666667	5.00131403094154
9	14.5833333333333	4.87308507356013
9	15	4.78802292502234
9	15.4166666666667	5.01275814597371
9	15.8333333333333	6.38281440916304
9	16.25	4.73972256179316
9	16.6666666666667	5.5801938924952
9	17.0833333333333	4.11058535444009
9	17.5	5.47903554947835
9	17.9166666666667	5.71004156578054
9	18.3333333333333	7.2505731691768
9	18.75	5.60752799397353
9	19.1666666666667	5.78041048615917
9	19.5833333333333	5.52259095116399
9	20	6.73679082249741
10	10	2.89772362130817
10	10.4166666666667	1.35433793078021
10	10.8333333333333	1.99875660479266
10	11.25	3.35663194000145
10	11.6666666666667	2.02465996553086
10	12.0833333333333	3.08697891563904
10	12.5	2.98322507772898
10	12.9166666666667	1.90024767907937
10	13.3333333333333	3.7692986614976
10	13.75	3.57755109450115
10	14.1666666666667	2.78263975309619
10	14.5833333333333	2.59503831943686
10	15	3.05799307300085
10	15.4166666666667	4.00458258424721
10	15.8333333333333	3.14321592550074
10	16.25	2.32969892647434
10	16.6666666666667	3.64506157995181
10	17.0833333333333	4.38887991239995
10	17.5	3.14061678244675
10	17.9166666666667	3.88891069217852
10	18.3333333333333	3.3033684613159
10	18.75	4.34412036656314
10	19.1666666666667	4.27305850588945
10	19.5833333333333	4.4456811302563
10	20	4.13708420870713
11	10	1.32535504970482
11	10.4166666666667	2.50196605074522
11	10.8333333333333	2.03559566185234
11	11.25	1.90118914909185
11	11.6666666666667	-0.147143348433809
11	12.0833333333333	1.2792003199133
11	12.5	2.77621262251568
11	12.9166666666667	2.02745238745248
11	13.3333333333333	1.53644532701324
11	13.75	2.14478670378205
11	14.1666666666667	2.25945082930403
11	14.5833333333333	2.24139246272864
11	15	3.01007573024369
11	15.4166666666667	3.79710837182604
11	15.8333333333333	3.49420078240096
11	16.25	3.74486706457999
11	16.6666666666667	2.71171894941852
11	17.0833333333333	3.60371216632695
11	17.5	2.39596262572949
11	17.9166666666667	3.05530545868691
11	18.3333333333333	4.7526117646678
11	18.75	3.28387041108856
11	19.1666666666667	3.14917855769132
11	19.5833333333333	3.02399017128141
11	20	4.04287233291612
12	10	2.89715693902323
12	10.4166666666667	1.80264882151192
12	10.8333333333333	1.42256799098224
12	11.25	3.14841646777962
12	11.6666666666667	1.24290126909739
12	12.0833333333333	2.67146969473171
12	12.5	1.67576985570554
12	12.9166666666667	1.3468027962793
12	13.3333333333333	3.00615423034488
12	13.75	0.984822502724384
12	14.1666666666667	2.12019452823467
12	14.5833333333333	2.43814466535331
12	15	2.20897610187137
12	15.4166666666667	1.46330760185041
12	15.8333333333333	2.25224671546826
12	16.25	1.70261701360982
12	16.6666666666667	4.23007110172832
12	17.0833333333333	1.67539031470342
12	17.5	1.59220265959582
12	17.9166666666667	3.64615404330241
12	18.3333333333333	3.88432566978021
12	18.75	3.20323735508059
12	19.1666666666667	3.2869692626595
12	19.5833333333333	4.03058833349002
12	20	4.59347589288873
13	10	1.403830883423
13	10.4166666666667	3.54506909432214
13	10.8333333333333	2.88383100691495
13	11.25	2.62378403413887
13	11.6666666666667	3.86162699673177
13	12.0833333333333	3.7485693308348
13	12.5	4.09999614409101
13	12.9166666666667	3.11631895604356
13	13.3333333333333	3.97815342401728
13	13.75	3.75654230514029
13	14.1666666666667	3.30219632619772
13	14.5833333333333	5.00900078423475
13	15	4.00684809304783
13	15.4166666666667	3.97006190941482
13	15.8333333333333	4.49332274562196
13	16.25	4.51055844268497
13	16.6666666666667	3.85840594006782
13	17.0833333333333	4.42992265054586
13	17.5	6.40636037791279
13	17.9166666666667	4.64573571506681
13	18.3333333333333	4.60386221706614
13	18.75	5.43998542896303
13	19.1666666666667	5.32169236887751
13	19.5833333333333	4.77854674579635
13	20	4.51215318403447
14	10	3.22563867876187
14	10.4166666666667	2.82775968228993
14	10.8333333333333	3.19453170600465
14	11.25	2.76542176503063
14	11.6666666666667	1.92526241657961
14	12.0833333333333	3.242496303683
14	12.5	4.97992425313936
14	12.9166666666667	2.39567086103151
14	13.3333333333333	2.84193711479501
14	13.75	2.70845437684253
14	14.1666666666667	3.50049034805764
14	14.5833333333333	4.83549092813273
14	15	3.87354135379521
14	15.4166666666667	3.91435376713138
14	15.8333333333333	3.30360541685754
14	16.25	4.36372135955216
14	16.6666666666667	5.15515384092248
14	17.0833333333333	6.12496687850619
14	17.5	5.57549369520097
14	17.9166666666667	4.15858043877545
14	18.3333333333333	4.527796234263
14	18.75	5.41759662598786
14	19.1666666666667	5.09773922420673
14	19.5833333333333	5.40988990359424
14	20	4.41094002377734
15	10	2.26732491483133
15	10.4166666666667	2.03046612155849
15	10.8333333333333	2.14201182066915
15	11.25	2.40182521930415
15	11.6666666666667	2.72775551515955
15	12.0833333333333	3.12719466158646
15	12.5	3.68762970339383
15	12.9166666666667	3.00084219115086
15	13.3333333333333	2.87041597214253
15	13.75	4.71469258240424
15	14.1666666666667	4.39213503638467
15	14.5833333333333	4.29727392614451
15	15	5.11251456859883
15	15.4166666666667	3.35116900880178
15	15.8333333333333	5.58281395081979
15	16.25	5.12020944332326
15	16.6666666666667	4.58966429775778
15	17.0833333333333	4.92483455108472
15	17.5	4.64379374501438
15	17.9166666666667	4.636329954261
15	18.3333333333333	3.72359778917536
15	18.75	5.45982744625953
15	19.1666666666667	6.55269420582303
15	19.5833333333333	6.62896216978289
15	20	5.39803040206355
16	10	2.17791958607784
16	10.4166666666667	2.48025814594917
16	10.8333333333333	3.25443968599172
16	11.25	3.58582709840746
16	11.6666666666667	2.93670679078065
16	12.0833333333333	3.53056896007775
16	12.5	2.83104871605348
16	12.9166666666667	3.29783531061313
16	13.3333333333333	3.87880573923551
16	13.75	5.69598722983037
16	14.1666666666667	3.20991183561738
16	14.5833333333333	2.87943849213366
16	15	3.75863514556609
16	15.4166666666667	3.26191986434178
16	15.8333333333333	4.09012369938258
16	16.25	3.98372733903272
16	16.6666666666667	4.76559843518739
16	17.0833333333333	3.27186584391772
16	17.5	3.19923469593516
16	17.9166666666667	5.23986644607306
16	18.3333333333333	4.39969332659762
16	18.75	3.69573376795651
16	19.1666666666667	3.68920850230447
16	19.5833333333333	4.15362635111339
16	20	5.05302809322402
17	10	3.25374677945337
17	10.4166666666667	4.67075699294597
17	10.8333333333333	4.01078102960234
17	11.25	4.0858314535882
17	11.6666666666667	4.04647620232427
17	12.0833333333333	3.95766099400685
17	12.5	4.15721483212054
17	12.9166666666667	5.19275035236957
17	13.3333333333333	3.55470565131234
17	13.75	5.36120371179565
17	14.1666666666667	4.46361174277589
17	14.5833333333333	5.33202206300146
17	15	4.88545076451766
17	15.4166666666667	4.09289698153982
17	15.8333333333333	5.38642481436168
17	16.25	4.80533298432871
17	16.6666666666667	6.14791599673119
17	17.0833333333333	4.89005333834815
17	17.5	4.32664547500821
17	17.9166666666667	5.0889096808245
17	18.3333333333333	5.3949258883205
17	18.75	5.32581543022399
17	19.1666666666667	5.84628315083834
17	19.5833333333333	5.70448858074591
17	20	5.94232270304004
18	10	0.0604642535272432
18	10.4166666666667	-0.912447296910252
18	10.8333333333333	0.505464781419579
18	11.25	0.0427864152999754
18	11.6666666666667	0.0890511455261024
18	12.0833333333333	-1.23832052418806
18	12.5	0.0474203988237181
18	12.9166666666667	-0.0594364340413627
18	13.3333333333333	0.993857714692725
18	13.75	1.44556036605319
18	14.1666666666667	1.4050934436296
18	14.5833333333333	-0.164880045920423
18	15	0.128453537352942
18	15.4166666666667	0.694262432846089
18	15.8333333333333	0.0864016099771291
18	16.25	-0.223622019674548
18	16.6666666666667	1.52457706696052
18	17.0833333333333	1.0895762550155
18	17.5	1.54317896981523
18	17.9166666666667	0.342189427657884
18	18.3333333333333	1.01725355451583
18	18.75	0.506932979803452
18	19.1666666666667	0.81745177118638
18	19.5833333333333	1.62972562242587
18	20	0.970017234995774
19	10	2.99437438819475
19	10.4166666666667	2.88213063434516
19	10.8333333333333	2.89915562282348
19	11.25	3.40577961684074
19	11.6666666666667	5.30909492000373
19	12.0833333333333	3.76415496702946
19	12.5	3.55054205385049
19	12.9166666666667	3.45256858655821
19	13.3333333333333	4.43763412549213
19	13.75	4.37394217477075
19	14.1666666666667	4.93285784452183
19	14.5833333333333	4.66517712151335
19	15	5.57710126392707
19	15.4166666666667	5.58046002728192
19	15.8333333333333	5.92230727059394
19	16.25	5.46017229910026
19	16.6666666666667	6.17643702751272
19	17.0833333333333	5.4494585716828
19	17.5	6.26275531628289
19	17.9166666666667	5.60578286867664
19	18.3333333333333	5.34597573261063
19	18.75	5.07562393620227
19	19.1666666666667	5.54011791329023
19	19.5833333333333	5.61894359616569
19	20	6.65293589018478
20	10	2.65416076641462
20	10.4166666666667	2.3609522943868
20	10.8333333333333	2.28491099478345
20	11.25	4.08418427824041
20	11.6666666666667	2.97113758518742
20	12.0833333333333	2.37425761973551
20	12.5	3.05897140412046
20	12.9166666666667	3.53684546985506
20	13.3333333333333	4.16622255116234
20	13.75	3.63519897911913
20	14.1666666666667	3.88450676584826
20	14.5833333333333	3.19016240328274
20	15	4.586821457479
20	15.4166666666667	4.21081577606226
20	15.8333333333333	4.7683131647226
20	16.25	5.44681619631776
20	16.6666666666667	4.60080186726807
20	17.0833333333333	4.38933249755078
20	17.5	4.16156389143582
20	17.9166666666667	4.40674799300554
20	18.3333333333333	4.28138979791253
20	18.75	5.29228448355156
20	19.1666666666667	4.11752568107655
20	19.5833333333333	4.03470927523942
20	20	4.90085332211739
21	10	4.22403010119463
21	10.4166666666667	3.67728459130846
21	10.8333333333333	3.37159551162753
21	11.25	4.31254946234362
21	11.6666666666667	3.72407018191778
21	12.0833333333333	4.01588674428424
21	12.5	4.27373152981068
21	12.9166666666667	5.1110505449856
21	13.3333333333333	5.3799740787733
21	13.75	5.49920151336538
21	14.1666666666667	5.41305053595106
21	14.5833333333333	5.08460774719393
21	15	6.29599154685578
21	15.4166666666667	6.53654351182704
21	15.8333333333333	6.16278529657396
21	16.25	5.20528143077301
21	16.6666666666667	4.75728392495147
21	17.0833333333333	5.74664962058253
21	17.5	5.34918704201943
21	17.9166666666667	6.05661368687962
21	18.3333333333333	5.60502832607226
21	18.75	6.76153728044663
21	19.1666666666667	7.77554219559066
21	19.5833333333333	7.04398699963645
21	20	7.01473122561834
22	10	0.513023453729683
22	10.4166666666667	2.09372382904376
22	10.8333333333333	0.591696996645625
22	11.25	1.69107954969878
22	11.6666666666667	1.91066109369715
22	12.0833333333333	1.00046969525061
22	12.5	-1.30878185024561
22	12.9166666666667	0.817787250088247
22	13.3333333333333	1.44896785959305
22	13.75	0.296398741846567
22	14.1666666666667	0.385716355280378
22	14.5833333333333	2.00426996506154
22	15	-0.507102503333032
22	15.4166666666667	1.69382933366044
22	15.8333333333333	1.42227816710321
22	16.25	1.22988817606702
22	16.6666666666667	1.81547816014982
22	17.0833333333333	1.88953628276731
22	17.5	2.10457541224886
22	17.9166666666667	2.09876015979864
22	18.3333333333333	1.71752197696068
22	18.75	2.35340587107758
22	19.1666666666667	3.22413065509909
22	19.5833333333333	2.80002015035998
22	20	3.46120184482808
23	10	1.37591363109271
23	10.4166666666667	2.07554707093143
23	10.8333333333333	2.1188090160378
23	11.25	1.34524873732645
23	11.6666666666667	1.39277187196003
23	12.0833333333333	3.37284882558972
23	12.5	1.58363718508257
23	12.9166666666667	2.92727726849255
23	13.3333333333333	2.17452180430967
23	13.75	1.69054898993315
23	14.1666666666667	1.48501830403785
23	14.5833333333333	1.81361774951424
23	15	1.39208102732507
23	15.4166666666667	2.23733476465293
23	15.8333333333333	3.63661104210493
23	16.25	2.64761099844758
23	16.6666666666667	4.36909215365945
23	17.0833333333333	3.13154633096238
23	17.5	2.69488834851389
23	17.9166666666667	3.25133162595171
23	18.3333333333333	3.13729858370858
23	18.75	3.33792332372382
23	19.1666666666667	3.78973699044113
23	19.5833333333333	3.90436652028692
23	20	4.4767457897309
24	10	3.32658277368699
24	10.4166666666667	3.59654210256915
24	10.8333333333333	3.24947898521027
24	11.25	2.6962231800264
24	11.6666666666667	3.67964401987229
24	12.0833333333333	3.75801804954664
24	12.5	3.2907092653268
24	12.9166666666667	3.40564737541276
24	13.3333333333333	4.54801066307691
24	13.75	4.82378533966766
24	14.1666666666667	4.06960326214517
24	14.5833333333333	3.81900421521684
24	15	5.35431000959401
24	15.4166666666667	3.43114126315526
24	15.8333333333333	3.76745154969356
24	16.25	5.10490015950676
24	16.6666666666667	3.96622070255329
24	17.0833333333333	5.34351671917336
24	17.5	4.16337312253796
24	17.9166666666667	5.30341647481912
24	18.3333333333333	4.90283800021605
24	18.75	5.75852746530713
24	19.1666666666667	6.16880596243774
24	19.5833333333333	5.27000400107053
24	20	5.87704558616244
25	10	0.519672756557067
25	10.4166666666667	1.67657232540988
25	10.8333333333333	1.09431910201267
25	11.25	2.16550498388075
25	11.6666666666667	2.09352752520438
25	12.0833333333333	2.01963530175707
25	12.5	2.1334053229313
25	12.9166666666667	3.0120790203538
25	13.3333333333333	2.31932301325157
25	13.75	3.80605700802689
25	14.1666666666667	1.25612119789553
25	14.5833333333333	2.92150062856607
25	15	4.23111779085011
25	15.4166666666667	2.03687152898069
25	15.8333333333333	2.35546912098944
25	16.25	2.71550218720053
25	16.6666666666667	3.13896012265554
25	17.0833333333333	2.98861993294651
25	17.5	2.91328462151921
25	17.9166666666667	4.66604919252108
25	18.3333333333333	3.48400162901977
25	18.75	4.24395115346591
25	19.1666666666667	1.4798880083659
25	19.5833333333333	4.43136306812236
25	20	4.64077331402378
26	10	0.220562276831748
26	10.4166666666667	0.463035932100497
26	10.8333333333333	1.84992231915463
26	11.25	0.77338894594159
26	11.6666666666667	1.53330773698683
26	12.0833333333333	1.27998477022133
26	12.5	0.819874384660713
26	12.9166666666667	0.788273670019448
26	13.3333333333333	0.0608535578869995
26	13.75	-0.379990413640586
26	14.1666666666667	1.16313150235442
26	14.5833333333333	1.4297706151046
26	15	0.950901740026308
26	15.4166666666667	1.80659486438633
26	15.8333333333333	1.75927470880142
26	16.25	1.25066709158722
26	16.6666666666667	1.58589889813713
26	17.0833333333333	2.51991141185459
26	17.5	1.89551349350423
26	17.9166666666667	2.29842667440595
26	18.3333333333333	2.13961652095793
26	18.75	3.06931740503169
26	19.1666666666667	1.99517703968257
26	19.5833333333333	1.29263745648037
26	20	1.72526393441958
27	10	0.994586400410095
27	10.4166666666667	0.748734281829732
27	10.8333333333333	0.927713528709101
27	11.25	1.62089866947476
27	11.6666666666667	0.721693758263775
27	12.0833333333333	0.0301856179064288
27	12.5	2.89629019808965
27	12.9166666666667	1.89649379147398
27	13.3333333333333	2.43605362429345
27	13.75	1.59154406404915
27	14.1666666666667	1.984645795337
27	14.5833333333333	0.520971048532603
27	15	2.38788663438113
27	15.4166666666667	2.5738858633126
27	15.8333333333333	1.72078732168791
27	16.25	2.09401357595201
27	16.6666666666667	3.51415122933872
27	17.0833333333333	3.01134037789594
27	17.5	2.61465198755359
27	17.9166666666667	3.15928716042817
27	18.3333333333333	2.06730853710211
27	18.75	3.93944737907146
27	19.1666666666667	1.89206615040801
27	19.5833333333333	2.63419703513901
27	20	3.92004087285656
28	10	2.23688761215601
28	10.4166666666667	0.286938750881396
28	10.8333333333333	1.99039519475757
28	11.25	1.8782425169711
28	11.6666666666667	1.68399889274456
28	12.0833333333333	1.33998838720517
28	12.5	1.24873235621154
28	12.9166666666667	2.02376499438708
28	13.3333333333333	2.83158969266933
28	13.75	1.01473259070679
28	14.1666666666667	1.39108352477214
28	14.5833333333333	3.34246559472791
28	15	1.42042808802122
28	15.4166666666667	0.496861757613198
28	15.8333333333333	2.41700290511247
28	16.25	2.71532273993615
28	16.6666666666667	2.55289910888248
28	17.0833333333333	2.00218843148933
28	17.5	2.92317202573208
28	17.9166666666667	2.62864870066711
28	18.3333333333333	3.46743170884989
28	18.75	3.10269781415476
28	19.1666666666667	3.44701576147656
28	19.5833333333333	3.25908367094646
28	20	3.38649735443315
29	10	4.43530973746367
29	10.4166666666667	2.43033740343294
29	10.8333333333333	4.52175636026843
29	11.25	3.34412890576453
29	11.6666666666667	4.66933089718089
29	12.0833333333333	5.46337050064213
29	12.5	4.35715427715416
29	12.9166666666667	4.23317799641642
29	13.3333333333333	4.86642988427846
29	13.75	6.16453953377903
29	14.1666666666667	5.2534074661534
29	14.5833333333333	5.41472550998807
29	15	5.05601240353844
29	15.4166666666667	5.19706846956267
29	15.8333333333333	5.59645599841139
29	16.25	4.70970280934921
29	16.6666666666667	6.81408842485375
29	17.0833333333333	5.84332182444818
29	17.5	4.80536317292202
29	17.9166666666667	6.32176875518035
29	18.3333333333333	6.29323751941495
29	18.75	5.33544647666799
29	19.1666666666667	8.15254782318094
29	19.5833333333333	6.0636361466727
29	20	6.02612850276624
30	10	3.62404429629409
30	10.4166666666667	4.13643605738584
30	10.8333333333333	3.38110105482881
30	11.25	3.7823824935731
30	11.6666666666667	2.95676957925338
30	12.0833333333333	4.50204774364161
30	12.5	4.15737907921947
30	12.9166666666667	4.11414594773815
30	13.3333333333333	4.67216691991997
30	13.75	4.95280293769037
30	14.1666666666667	3.84581377644368
30	14.5833333333333	4.80024534224849
30	15	3.87604763980883
30	15.4166666666667	6.23439837084905
30	15.8333333333333	5.09846683813728
30	16.25	4.85872458933386
30	16.6666666666667	4.64552968676733
30	17.0833333333333	4.93948713485264
30	17.5	4.42808139154776
30	17.9166666666667	5.34840145546523
30	18.3333333333333	5.81748446009434
30	18.75	5.15470929601506
30	19.1666666666667	5.05031818442012
30	19.5833333333333	4.58362491732728
30	20	6.22742702716377
31	10	0.721316988584364
31	10.4166666666667	0.426911341522672
31	10.8333333333333	0.276237040991506
31	11.25	0.930026841719807
31	11.6666666666667	-0.126304801836645
31	12.0833333333333	-0.107416934530797
31	12.5	-0.000967341960976142
31	12.9166666666667	0.844945990986351
31	13.3333333333333	1.73851332272265
31	13.75	1.77244529902804
31	14.1666666666667	0.963745803682679
31	14.5833333333333	2.43913173738171
31	15	0.731660437478365
31	15.4166666666667	1.27588616729474
31	15.8333333333333	1.19489051099225
31	16.25	1.90665801798965
31	16.6666666666667	0.656528949477889
31	17.0833333333333	2.79891408705828
31	17.5	2.90162306002614
31	17.9166666666667	2.82822392707299
31	18.3333333333333	2.17364363686144
31	18.75	3.12759071270025
31	19.1666666666667	2.74613221179852
31	19.5833333333333	3.16373729921834
31	20	2.70416635428398
32	10	4.80450670653666
32	10.4166666666667	3.24324775155546
32	10.8333333333333	4.46860783423804
32	11.25	5.67771442214002
32	11.6666666666667	5.16144040284449
32	12.0833333333333	4.36011163472913
32	12.5	4.66499818085897
32	12.9166666666667	5.06945883758859
32	13.3333333333333	7.06648535596307
32	13.75	5.57811436752009
32	14.1666666666667	5.37516771404284
32	14.5833333333333	4.48432900058317
32	15	4.74048319542354
32	15.4166666666667	7.05002311623785
32	15.8333333333333	5.72124875484662
32	16.25	7.57460022288302
32	16.6666666666667	6.33204138443755
32	17.0833333333333	5.05658181760463
32	17.5	8.34282222748825
32	17.9166666666667	6.17264278533484
32	18.3333333333333	6.69858123266064
32	18.75	7.24283232059581
32	19.1666666666667	7.21422851125358
32	19.5833333333333	6.35793199204047
32	20	6.4862449298226
33	10	-0.0911949814770026
33	10.4166666666667	-1.50671283307419
33	10.8333333333333	-0.373959666021233
33	11.25	0.299213531871265
33	11.6666666666667	-1.38433118496834
33	12.0833333333333	-1.27644298420864
33	12.5	-2.11934443447901
33	12.9166666666667	0.662901854939383
33	13.3333333333333	-1.13905561418914
33	13.75	-0.81697884586524
33	14.1666666666667	-1.44987720207831
33	14.5833333333333	0.0815628294970274
33	15	0.74717627421137
33	15.4166666666667	-0.164034751151584
33	15.8333333333333	-0.546265976700477
33	16.25	-1.37731032568848
33	16.6666666666667	0.892187681193129
33	17.0833333333333	0.39003907534053
33	17.5	-0.0653854025437139
33	17.9166666666667	0.863641187016526
33	18.3333333333333	0.986861223660867
33	18.75	-0.188350206350323
33	19.1666666666667	-0.665538956273917
33	19.5833333333333	0.924090354095634
33	20	0.792352444814212
34	10	2.71102627479001
34	10.4166666666667	5.38867782934743
34	10.8333333333333	1.5154193574675
34	11.25	3.41299387111952
34	11.6666666666667	4.33473332570032
34	12.0833333333333	4.69412575110342
34	12.5	4.45847107633614
34	12.9166666666667	3.99812112188024
34	13.3333333333333	4.56540839321792
34	13.75	4.52237546341843
34	14.1666666666667	4.23178888101353
34	14.5833333333333	3.75590883150392
34	15	5.3401280786945
34	15.4166666666667	4.3617791271127
34	15.8333333333333	4.52047516006419
34	16.25	5.02264315536747
34	16.6666666666667	4.97239162534524
34	17.0833333333333	3.7001906082297
34	17.5	4.90370702160468
34	17.9166666666667	5.74964386690541
34	18.3333333333333	6.30149829753382
34	18.75	4.66925930224858
34	19.1666666666667	5.22233214993736
34	19.5833333333333	4.08640109488065
34	20	6.61309782359386
35	10	2.62114645238515
35	10.4166666666667	3.26517848308807
35	10.8333333333333	2.41112123855066
35	11.25	3.0489278220965
