"movement" "area" "habitat"
"68" 7.4771058112147 7.6039953622967 "Grassland"
"69" 7.09276867486209 1.47084108553827 "Wetland"
"70" 3.92906568531624 3.58056963421404 "Grassland"
"71" 6.17521631302926 6.73332481412217 "Grassland"
"72" 10.6983293894001 5.23822601651773 "Wetland"
"73" 12.1654467855057 3.49801792763174 "Wetland"
"74" 4.76915091054475 2.40530701586977 "Forest"
"75" 2.56308951393493 0.581917962990701 "Grassland"
"76" 5.334669304559 2.36619742121547 "Grassland"
"77" 10.1955395708482 8.90077913179994 "Forest"
"78" 7.0208220004876 8.1182741606608 "Grassland"
"79" 8.91923780145265 7.47516322182491 "Forest"
"80" 6.17944929092573 1.54911725781858 "Forest"
"81" 3.07678358042946 1.24742088606581 "Grassland"
"82" 15.4298905451548 9.74725808482617 "Wetland"
"83" 9.31369756518513 4.36129996087402 "Wetland"
"84" 6.68521214550016 4.64016626821831 "Forest"
"85" 2.1376152414279 1.6529808123596 "Grassland"
"86" 6.79850244741461 5.84936557337642 "Forest"
"87" 5.41429187847436 2.7077801944688 "Grassland"
"88" 6.71892945496073 2.30096920393407 "Forest"
"89" 12.3686651214962 6.91207831492648 "Wetland"
"90" 8.08873917107162 2.82852399628609 "Wetland"
"91" 7.65253497217153 8.10398066183552 "Grassland"
"92" 6.02740776130959 0.939166070893407 "Wetland"
"93" 9.03140897428079 8.22030071169138 "Forest"
"94" 4.67193617754296 4.27428280701861 "Grassland"
"95" 5.06345208393747 7.55887259729207 "Grassland"
"96" 12.4197755037852 6.62385506555438 "Wetland"
"97" 4.37850390447087 4.44527396932244 "Grassland"
"98" 8.20445391460597 6.27146184444427 "Forest"
"99" 7.45347374629397 0.00465349061414599 "Wetland"
"100" 9.24288638324922 2.17243514023721 "Wetland"
"101" 12.9757355335939 7.04872245667502 "Wetland"
"102" 6.05777250185532 2.15166488196701 "Grassland"
"103" 5.39931735620273 8.13933721277863 "Grassland"
"104" 11.0390816392165 3.07763874297962 "Wetland"
"105" 7.90775293794899 6.87742685666308 "Forest"
"106" 8.90090704553998 9.32681079022586 "Forest"
"107" 8.62180480310596 1.15779664833099 "Wetland"
"108" 4.49999799331212 1.27705687889829 "Grassland"
"109" 6.73829647188581 6.78223857423291 "Grassland"
"110" 4.9837375778497 4.2894859588705 "Grassland"
"111" 7.33735709546349 8.34400977939367 "Grassland"
"112" 7.0212962078245 9.71438066801056 "Grassland"
"113" 4.42248359059707 0.704889777116477 "Grassland"
"114" 10.7066468425346 4.5978519320488 "Wetland"
"115" 7.40570577985249 7.0158511842601 "Grassland"
"116" 3.96949105523212 0.869401679374278 "Forest"
"117" 5.3549324359524 9.92944016121328 "Grassland"
"118" 4.95159386156378 2.53098994027823 "Grassland"
"119" 5.89313544809457 0.495384356472641 "Grassland"
"120" 12.5694126131955 6.86324946815148 "Wetland"
"121" 5.89183358114586 7.86927352659404 "Grassland"
"122" 8.10001561706564 3.53606075979769 "Wetland"
"123" 6.16447873197253 3.66441444959491 "Grassland"
"124" 9.77708281160064 2.87100130692124 "Wetland"
"125" 5.53736360019032 0.799729123245925 "Forest"
"126" 10.7125916067459 3.65454269573092 "Wetland"
"127" 7.59703060088341 1.78013814613223 "Wetland"
"128" 11.5323739164571 5.36053720628843 "Wetland"
"129" 6.51988053508537 5.03948712022975 "Forest"
"130" 15.7016958334192 9.45035103475675 "Wetland"
"131" 7.74765852186796 3.41321283951402 "Wetland"
"132" 5.36963457397334 4.64713774155825 "Grassland"
"133" 4.03944107689147 0.825311816297472 "Grassland"
"134" 5.59327113080407 8.60106846084818 "Grassland"
"135" 9.75776891273007 3.95660639973357 "Wetland"
"136" 12.374414397322 7.35899350373074 "Wetland"
"137" 7.36238689427874 1.71743405982852 "Wetland"
"138" 3.65788283681168 4.54761631321162 "Grassland"
"139" 10.6329006960475 7.70204759435728 "Forest"
"140" 2.64368942769792 0.626499983482063 "Grassland"
"141" 8.88859832116759 8.15081495093182 "Forest"
"142" 9.28246796177134 3.01142524462193 "Wetland"
"143" 8.83694972673726 3.64671027986333 "Wetland"
"144" 5.11129533848796 3.12112791929394 "Grassland"
"145" 3.99585407985095 0.373699648771435 "Forest"
"146" 11.0961930469857 5.1880492339842 "Wetland"
"147" 6.71040143067339 6.79013415705413 "Forest"
"148" 13.6112654150016 9.03233560267836 "Wetland"
"149" 4.44366341164075 0.255266984459013 "Grassland"
"150" 4.50989198590854 9.89078270737082 "Grassland"
"151" 6.31010278244396 3.02887624595314 "Forest"
"152" 15.0714434075705 9.39138400601223 "Wetland"
"153" 6.38703335259149 6.87607581727207 "Grassland"
"154" 7.93292197991331 4.47036994853988 "Forest"
"155" 12.5092520468905 8.16478138789535 "Wetland"
"156" 7.14772282401923 0.394991978537291 "Wetland"
"157" 12.152764340621 7.39031685516238 "Wetland"
"158" 6.49068823137616 3.48719493718818 "Forest"
"159" 7.44043246118612 8.29250823473558 "Grassland"
"160" 5.33120927707535 5.35541391698644 "Grassland"
"161" 5.13992077907095 2.74545363616198 "Forest"
"162" 6.64034822018051 8.00948211923242 "Grassland"
"163" 8.78441684700582 0.91644694795832 "Wetland"
"164" 13.6014042486427 8.32107774214819 "Wetland"
"165" 5.84659849495638 2.76855072472245 "Forest"
"166" 6.10971261384626 7.53110099583864 "Grassland"
"167" 9.4108484411266 9.64152570115402 "Forest"
"168" 4.2619412799883 0.814665600191802 "Grassland"
"169" 14.5859590760459 8.54364746483043 "Wetland"
"170" 13.7802768605985 8.02238217089325 "Wetland"
"171" 6.34071915303159 3.85173604590818 "Forest"
"172" 10.4367386746331 3.27597399009392 "Wetland"
"173" 4.34787951537796 2.04938702983782 "Grassland"
"174" 7.37519265010558 5.6938266265206 "Forest"
"175" 9.32847082102968 8.88055190443993 "Forest"
"176" 5.72789495450527 5.29714091448113 "Grassland"
"177" 11.8042510472589 5.8695865678601 "Wetland"
"178" 7.20364559574497 6.65735142538324 "Forest"
"179" 5.71027286598956 5.29892458580434 "Grassland"
"180" 5.67934663271666 5.09842899395153 "Grassland"
"181" 4.94940406333978 0.161604809109122 "Forest"
"182" 4.72474585498286 0.477099849376827 "Grassland"
"183" 9.70008028279667 9.29350682534277 "Forest"
"184" 7.41295102585905 7.69285538699478 "Forest"
"185" 2.38025119861932 2.01080616097897 "Grassland"
"186" 10.6893105492923 6.50261500384659 "Forest"
"187" 13.1713985681252 6.53766682371497 "Wetland"
"188" 7.07521810574173 3.95253761438653 "Forest"
"189" 8.46807375415479 8.12304828548804 "Forest"
"190" 4.94577531648894 5.47023417660967 "Grassland"
"191" 9.99601659442396 8.85132651543245 "Forest"
"192" 4.71773379783425 5.53313987562433 "Grassland"
"193" 9.19814161852811 9.06048111617565 "Forest"
"194" 8.49991810648586 5.87461367016658 "Forest"
"195" 6.01823280343528 4.23463650979102 "Forest"
"196" 14.7526310064654 9.49585322989151 "Wetland"
"197" 13.7040904035441 7.09037903463468 "Wetland"
"198" 6.08324025610893 4.1330540808849 "Grassland"
"199" 5.42083525190523 0.183640837203711 "Forest"
"200" 3.81852353726855 5.66734082764015 "Grassland"
"201" 10.5498188444348 4.90063453093171 "Wetland"
"202" 5.68948292508997 8.7867402122356 "Grassland"
"203" 13.2844120977426 8.12852687900886 "Wetland"
"204" 5.95519368315617 8.54099977528676 "Grassland"
"205" 8.05253366892265 3.67895947769284 "Wetland"
"206" 9.31991331286188 8.73949912842363 "Forest"
"207" 4.34489936297661 1.51338171446696 "Forest"
"208" 5.27990366107779 2.8181166970171 "Forest"
"209" 9.03052558950318 6.66705157840624 "Forest"
"210" 15.1365293402804 9.77383576799184 "Wetland"
"211" 4.90628281734364 5.82739736652002 "Grassland"
"212" 8.23901089131721 5.26590079534799 "Forest"
"213" 4.83881478327243 0.607822248712182 "Grassland"
"214" 9.91897048646415 9.69038863666356 "Forest"
"215" 9.49709451207777 1.20237128576264 "Wetland"
"216" 8.12082270606119 0.883633010089397 "Wetland"
"217" 10.3435880674938 8.80764114903286 "Forest"
"218" 5.24899405701183 5.08370629744604 "Grassland"
"219" 9.00744901387215 3.37494997307658 "Wetland"
"220" 11.0079942144523 8.94334625452757 "Forest"
"221" 7.42850450932212 0.319716280791909 "Wetland"
"222" 3.84408528535851 2.37229697406292 "Grassland"
"223" 7.94654853341147 6.86490351101384 "Forest"
"224" 4.55756992257775 2.25818423321471 "Forest"
"225" 6.76461736970218 3.18494588136673 "Forest"
"226" 6.03305549682799 1.73983816755936 "Forest"
"227" 9.92130377235627 8.01429583691061 "Forest"
"228" 8.34090102925521 1.4628205797635 "Wetland"
"229" 7.15035362331842 8.22717391652986 "Grassland"
"230" 4.43378664011698 3.30997828627005 "Grassland"
"231" 4.47807123353739 3.74169387854636 "Grassland"
"232" 11.7984761137719 6.29745423793793 "Wetland"
"233" 7.16561280821942 0.966337430290878 "Forest"
"234" 3.82716807210409 0.219937153160572 "Grassland"
"235" 7.30676572709979 9.93044780334458 "Grassland"
"236" 6.83446240182972 5.83938845666125 "Forest"
"237" 6.59652874625503 7.81823065131903 "Grassland"
"238" 10.8575557597708 8.91896122600883 "Forest"
"239" 8.44771014455787 7.54865453578532 "Forest"
"240" 7.9929724243687 9.79203730123118 "Grassland"
"241" 6.54674856189816 0.441470679361373 "Wetland"
"242" 8.70140801236756 9.0340088470839 "Forest"
"243" 13.2225280921033 8.65500814048573 "Wetland"
"244" 7.41939252613263 7.75407591369003 "Forest"
"245" 4.56815452372929 3.76816416857764 "Grassland"
"246" 7.12834329236375 0.42108048684895 "Forest"
"247" 4.84457830808071 3.64411081653088 "Grassland"
"248" 6.20189755639922 2.73751269793138 "Grassland"
"249" 6.67200953142678 8.5046748071909 "Grassland"
"250" 9.63873171202388 3.62401712452993 "Wetland"
"251" 6.86723888868904 3.04477790603414 "Forest"
"252" 7.99106965259373 7.59135339409113 "Forest"
"253" 10.3327292133758 8.44834624323994 "Forest"
"254" 6.1865286439542 4.5792156108655 "Forest"
"255" 13.6381837391597 7.2963166446425 "Wetland"
"256" 5.75894380451385 1.04078636039048 "Forest"
"257" 4.798451392909 2.19983177725226 "Grassland"
"258" 10.4960365390741 9.53951247734949 "Forest"
"259" 5.39711689867814 7.52037541242316 "Grassland"
"260" 5.22928221423406 8.18955383263528 "Grassland"
"261" 6.79703010742654 4.17777101742104 "Forest"
"262" 9.18192919375425 5.93838493106887 "Forest"
"263" 9.57129999484648 7.98823557794094 "Forest"
"264" 11.7224716730236 8.88408650411293 "Forest"
"265" 9.07742266168504 3.85191593319178 "Wetland"
"266" 5.55755866030036 0.903220842592418 "Forest"
"267" 11.1858434813651 6.25743637094274 "Forest"
"268" 8.74792373753653 7.45636217296124 "Forest"
"269" 5.1476311254483 0.85378457326442 "Grassland"
"270" 5.7509962760246 3.00517611205578 "Grassland"
"271" 13.5274020826175 6.14562157308683 "Wetland"
"272" 6.31409611990261 7.52932057948783 "Grassland"
"273" 15.5418535119819 9.1705713304691 "Wetland"
"274" 5.63246803732713 4.75750505691394 "Forest"
"275" 7.08372428633482 5.67119466140866 "Forest"
"276" 8.76072397668375 7.36620346084237 "Forest"
"277" 8.69713197771338 8.57447424437851 "Forest"
"278" 9.7699508070294 9.09146504476666 "Forest"
"279" 5.73545385962491 0.563822253607213 "Wetland"
"280" 8.04976928047752 5.02908304100856 "Forest"
"281" 6.26018439718794 3.50544773042202 "Forest"
"282" 13.3016217069949 8.45556122949347 "Wetland"
"283" 13.3011252414216 8.06435163831338 "Wetland"
"284" 3.76702326257327 1.1733122728765 "Grassland"
"285" 6.83692457845647 7.12686554994434 "Forest"
"286" 6.78036924880886 2.35268858028576 "Forest"
"287" 5.40166074569715 0.749567511957139 "Forest"
"288" 3.75997187272122 9.35646147234365 "Grassland"
"289" 6.89336683543951 1.57167825149372 "Forest"
"290" 5.24949692955415 6.47057350026444 "Grassland"
"291" 6.06329837122593 1.73517746152356 "Forest"
"292" 5.39262447422297 0.200740091968328 "Forest"
"293" 10.1186143897387 5.21313846344128 "Wetland"
"294" 6.18052874746232 0.862778932787478 "Wetland"
"295" 6.38172535734416 2.83002346055582 "Grassland"
"296" 7.18499836419497 4.20434901025146 "Grassland"
"297" 8.53483405877992 5.87278124177828 "Forest"
"298" 13.6202184908429 8.06694429600611 "Wetland"
"299" 6.14717488177043 2.01995208859444 "Forest"
"300" 7.61083286894711 4.59424671716988 "Forest"
