"count" "habitat_quality" "area_ha" "effort_hr"
"201" 5 -0.929676969345386 1.83266977230087 3.08875008462928
"202" 36 1.64901753450793 1.89556308030151 2.51215010287706
"203" 3 0.362603946344479 1.50679064039141 1.16699629847426
"204" 1 0.0549421989979557 0.491867270390503 0.758465242921375
"205" 2 -0.345800578449954 1.89072592090815 1.94537967303768
"206" 20 1.35640676542032 0.972267691604793 5.8275264238473
"207" 14 -0.482930845738206 2.72666323108133 3.18672515300568
"208" 14 -0.753234530263139 2.56934868891258 3.12802116351668
"209" 22 -1.1722855643191 4.73067200703081 4.6183608463034
"210" 8 -1.16684578099681 1.77247429136187 4.172021272243
"211" 5 -0.0626087144058063 2.37709749336354 0.771785782184452
"212" 3 -0.87893607988535 0.504402789985761 4.32307884423062
"213" 10 -1.00975411228583 4.31452354581561 2.49793861701619
"214" 27 0.622780329421445 2.03873713586945 5.36273484060075
"215" 15 -1.61053538905678 3.70590681682806 4.76413476304151
"216" 2 0.717131095259581 0.941542689315975 1.26562002731953
"217" 9 -0.526417525591453 2.32833199347369 2.12255099182948
"218" 8 -0.323098494713145 3.87400332123507 1.19345531985164
"219" 5 1.14510591265068 0.406984991906211 3.74445893079974
"220" 72 1.49399790352122 4.09389932595659 3.58921584871132
"221" 9 -0.773585728633413 1.57559836986475 4.28796616068576
"222" 18 1.64454834727762 1.88688803713303 2.21198944968637
"223" 18 0.815275752853318 1.62935268045403 3.83072762808297
"224" 7 0.665538149949226 0.283112827898003 5.95068875409197
"225" 10 -1.59207513035725 2.64214412465226 4.58762703358661
"226" 1 -0.37200402452714 3.42716573695652 0.917214216897264
"227" 25 -0.0775656941551713 4.5258444453124 2.98142898525111
"228" 1 0.216098060354627 0.225080822384916 0.79445313999895
"229" 39 0.707896208817921 4.9464835266117 2.36755532724783
"230" 26 1.48268790697171 1.58414936051704 4.53673681849614
"231" 3 0.423132452598653 4.70177816294599 0.522588172578253
"232" 23 -0.253689614261473 3.46927715046331 4.74550215271302
"233" 12 0.151338224783495 2.29048127478454 3.04636366164777
"234" 17 -1.57199620341744 4.10074288006872 4.46462192514446
"235" 1 -0.850812880273786 0.293546069483273 4.1657814446371
"236" 13 -0.365119912272053 3.72125525902957 3.64640546345618
"237" 12 -1.07571541826721 1.80872551922221 4.3709712253185
"238" 66 1.18422017415551 4.16332903502043 4.11471583263483
"239" 5 -1.23556694368725 2.72415281932335 2.09143679775298
"240" 6 1.08262715055652 1.44527228171937 1.03481700620614
"241" 35 0.168250032856215 4.02464623842388 5.793317265925
"242" 6 0.579808510698023 0.549059004499577 4.54983716015704
"243" 16 -1.16853223499629 4.17732809365261 3.86997907713521
"244" 4 0.475531210362355 1.456589855114 1.15960884455126
"245" 13 -0.669026429450286 3.79023948796093 3.52642475569155
"246" 35 0.801591469214621 4.82434759356547 1.94515952793881
"247" 3 -0.35874876196072 0.499186144093983 5.44098457158543
"248" 12 1.67395331246378 4.28638725776691 0.550489701912738
"249" 35 1.66697575759896 4.03096726373769 1.79929214762524
"250" 6 0.809246638569044 1.98735066249501 1.21524527436122
"251" 5 -0.863784558433733 1.70522725514602 2.29428230691701
"252" 6 -0.990036531009357 1.10419964462053 4.49519388552289
"253" 43 0.332955032408372 2.8899750469951 5.95459879469126
"254" 28 -0.827063403300944 4.45147043317556 4.43323440267704
"255" 19 0.11210376695339 2.69559904809576 3.27441896044184
"256" 26 1.018031329491 2.97609741825145 2.8982621950563
"257" 17 -1.18149526352111 3.36210219843779 5.71853887836915
"258" 6 -0.33929412959191 2.69647304704413 1.16099818202201
"259" 6 -0.0999058879446536 2.59823020703625 0.913298471365124
"260" 3 1.3131463417684 0.17918635646347 5.3896182103781
"261" 9 1.51841031508014 0.333778926194645 2.83448652282823
"262" 7 1.36257531680095 4.65381834441796 0.732983733294532
"263" 43 0.622104876303503 3.86949913962744 4.06093179003801
"264" 22 1.60557101302298 1.0852950188797 3.07740539347287
"265" 22 0.0599852026073132 3.28628135188483 3.89859367825557
"266" 12 0.274061731169296 3.30345674362034 1.98948487895541
"267" 3 -0.581857052003087 2.0367434310494 1.36512407660484
"268" 6 -0.542681545273696 4.08029365988914 1.12839848618023
"269" 6 -1.7090292239159 2.78041474653874 3.29225574736483
"270" 36 0.0114075707117483 4.4371499925619 3.51417758129537
"271" 15 1.32361105614828 2.81123853905592 1.2735540419817
"272" 3 -1.75793351830479 4.53963574692607 1.43372977548279
"273" 8 -1.52360819890386 2.97856069838163 4.69091927737463
"274" 7 -1.19521341390382 2.1749718897976 3.40067217336036
"275" 82 0.964729340736009 4.75296808264684 5.235441466677
"276" 61 0.83947175012667 3.57428572697099 4.20455243333708
"277" 11 1.68293066877638 2.1251964996336 0.571725663263351
"278" 2 -0.118093840366274 0.189984010229819 4.31259395752568
"279" 17 -1.5153144549909 2.87699700554367 5.40442552685272
"280" 22 0.531702445293412 2.50131092015654 3.9751759642968
"281" 17 0.922890162069802 4.40550270399544 1.09012060216628
"282" 24 -1.29180366693486 4.08297817071434 5.56585862115026
"283" 34 -0.367141717395933 4.28508988989051 4.21449309634045
"284" 2 -0.978642489046011 1.90269014406949 1.31726541928947
"285" 21 -1.5738489876186 4.38235457292758 4.59938013262581
"286" 4 -0.369607352928999 0.84155704008881 5.68429374031257
"287" 3 -1.54901204533036 1.48087718153838 2.81430856592488
"288" 15 -0.975431370294025 3.36685527341906 2.13747692992911
"289" 11 -1.58571361951458 4.889179526316 1.92684668581933
"290" 14 0.608189956470789 2.95542470959481 1.72584724298213
"291" 10 -0.719371988685402 2.68029138972051 3.61109888902865
"292" 1 -1.42146126760637 0.397832901868969 4.66157573054079
"293" 15 -1.52415351587602 4.84829043196514 4.18281950254459
"294" 14 1.35709819028657 0.689161930023693 3.50587536860257
"295" 9 0.907403847882695 0.532980174943805 4.96305011771619
"296" 71 1.12962077829869 4.4157441630261 4.67541741125751
"297" 9 1.71950946875367 2.59101608574856 0.610376564087346
"298" 5 -1.41120517744739 1.75372548680753 2.59497035073582
"299" 4 -1.42744713371504 4.48223966471851 0.779840624891222
"300" 2 1.06628144098219 0.256660977588035 4.88846615504008
