"patch_id" "visits" "flower_density" "patch_size" "distance_hedge"
"35" "12" 11 12.2493660285746 5.32838258223665 245.90475554578
"36" "12" 3 3.42839891834049 3.10723461975665 210.893851169385
"37" "13" 3 8.59170979375824 3.59010228211778 170.324512082152
"38" "13" 3 4.07614253821734 5.94015566718812 216.392779885791
"39" "13" 2 6.69153671722942 2.91395365095479 225.733264046721
"40" "14" 5 5.47648644541568 5.55258849507534 114.426779025234
"41" "14" 13 6.84051237485575 2.60642129694665 86.4030843833461
"42" "14" 9 8.0708797666536 4.1559136452936 159.50499814935
"43" "15" 3 3.62526785963562 3.62541723447766 77.8938214061782
"44" "15" 4 2.40441525407062 8.62805999531557 249.537095334381
"45" "15" 2 3.56869431304782 5.91644279007064 121.609165426344
"46" "16" 11 7.83129474635824 4.27174222245817 21.7895776731893
"47" "16" 4 8.49254394341465 4.57177678386001 286.127587384544
"48" "16" 12 5.24664216689561 5.13239199442003 65.1551348855719
"49" "17" 12 17.3553381387259 6.78611483215869 121.687580016442
"50" "17" 0 2.89755569300448 4.31690858691078 187.700494634919
"51" "17" 5 8.18176500128406 1.30941413464233 188.521441142075
"52" "18" 4 8.77749343186263 2.69262270052623 98.4715992584825
"53" "18" 2 7.19972838050208 6.67068276638892 41.6728475829586
"54" "18" 8 10.8760975249282 8.82318756697345 274.397151125595
"55" "19" 20 16.7721381166104 7.07458514921876 179.734790185466
"56" "19" 6 5.28328541340776 5.77029667563454 224.882128788158
"57" "19" 4 4.03525878145245 1.84117555425438 275.68642355036
"58" "20" 19 4.5978965888016 8.88466744468964 158.629618794657
"59" "20" 27 9.5089028609444 10.2509274685794 111.593623808585
"60" "20" 15 6.97682743542128 3.93424059146795 19.7424963349476
"61" "21" 21 3.177568421283 15.7051876497004 256.310977111571
"62" "21" 12 4.37762482555731 1.09477278407971 153.123390418477
"63" "21" 19 7.02158422167059 2.96736673630204 62.9994175862521
"64" "22" 8 8.5158077525996 5.65584381800233 112.753031007014
"65" "22" 10 5.68181158364624 5.1782665819594 62.2096499428153
"66" "22" 3 4.4199109062274 2.38105569474941 137.772245169617
"67" "23" 9 8.29645407187341 11.3056370766821 72.4506750237197
"68" "23" 18 11.7055237060353 3.56533760587947 35.6070967158303
"69" "23" 9 8.72299150474776 2.40502181118202 21.7407449148595
"70" "24" 3 5.83359137463759 4.93671026298324 207.296954956837
"71" "24" 5 7.79347076468074 9.19256190676474 86.0872857738286
"72" "24" 7 5.29014103119477 3.30447110802786 44.8237486649305
"73" "25" 8 7.92174878081174 3.49165226404118 291.729602753185
"74" "25" 3 4.84772361255063 4.89000913001901 123.15431709867
"75" "25" 9 12.6703932616685 2.94030653621742 120.54415626917
"76" "26" 8 5.37297270695143 4.47541902259209 194.566904590465
"77" "26" 33 13.9089515362619 6.09052135358541 274.891721899621
"78" "26" 22 6.14586733994648 7.80021525071412 64.9986416799948
"79" "27" 4 7.7041298934872 7.71986246672383 164.399661566131
"80" "27" 11 15.2374025878524 3.57304081238055 216.0151373595
"81" "27" 7 7.14170630281307 4.44664726331655 119.173801573925
"82" "28" 28 12.0927596074582 7.73561054911598 28.2004177803174
"83" "28" 9 5.06613148522162 7.8940241009262 190.468921512365
"84" "28" 18 6.83253542885981 6.09855897209228 0.743643078021705
"85" "29" 6 8.7935077525197 4.7633210663918 63.1569719407707
"86" "29" 4 9.11010185446285 1.76737839655854 203.706842847168
"87" "29" 3 6.16494795425031 9.93850775206227 259.856739104725
"88" "30" 10 5.01276085108971 5.27429363872464 239.909134665504
"89" "30" 14 8.93485823153059 4.93417792159331 40.498919505626
"90" "30" 16 6.04100451076537 4.44871759520289 116.249477304518
"91" "31" 11 9.07833572313283 3.73914219592786 236.541578709148
"92" "31" 8 8.17215937587505 3.62045706313705 207.874099980108
"93" "31" 9 7.40098784144845 4.21226024519079 178.281891415827
"94" "32" 3 4.80794972581305 2.16424870828076 37.1572954114527
"95" "32" 7 11.0613043835435 12.680073977487 166.523430822417
"96" "32" 6 10.5595530035534 4.86286427421868 134.82341633644
"97" "33" 4 8.65468911269822 6.2098771489034 229.849958606064
"98" "33" 3 8.32978601347164 6.45351458401074 7.82931649591774
"99" "33" 10 9.40947965323228 9.09196915732115 58.5514295613393
"100" "34" 10 15.7533076780538 2.90805890498225 264.370369445533
"101" "34" 14 9.43746071335922 2.82041858959227 32.9404780408368
"102" "34" 1 4.42676615346325 5.40350245896764 290.565278381109
"103" "35" 9 7.29474173568158 3.90911967084858 115.559577872045
"104" "35" 10 3.86364611219955 16.329187229617 257.577422191389
"105" "35" 12 11.8056395649673 2.44168070019595 266.215426381677
"106" "36" 28 12.13563476813 2.23377945768627 146.727449563332
"107" "36" 34 14.5159844339237 6.8335407558574 215.427542687394
"108" "36" 26 7.74074936829237 7.25733669351123 146.011671773158
"109" "37" 13 5.60824824101005 6.70000175661869 296.612658281811
"110" "37" 45 11.8730381867313 5.47540369759148 19.4253388792276
"111" "37" 25 2.60151999760176 6.12196573476662 47.2988333785906
"112" "38" 14 9.54943856145213 2.61356860676026 235.604585520923
"113" "38" 18 6.68871498734787 6.85843959159063 162.656486942433
"114" "38" 30 9.87208716906569 2.77809852725333 124.964203569107
"115" "39" 0 6.05332058870815 3.64006820142959 299.66479470022
"116" "39" 2 6.04707507596861 1.53771632700793 76.7019351013005
"117" "39" 4 2.29005940359292 2.84723327708207 152.362701343372
"118" "40" 13 3.03615713460384 6.75590422461922 23.6913532717153
"119" "40" 16 9.81056361836144 6.6436422114973 244.100509327836
"120" "40" 41 17.0631169113858 4.61328021429002 114.653748041019
"121" "41" 1 3.01259663546146 2.77985258538174 240.654812380672
"122" "41" 5 0.970735908659968 9.20832806685629 59.3770910287276
"123" "41" 1 8.29816751016461 2.11166210468297 283.919931063429
"124" "42" 4 3.7354119070504 4.80697131546594 103.701742272824
"125" "42" 9 6.92790169590779 3.68497440596373 156.615074188448
"126" "42" 12 9.26499255290873 2.73828843047836 33.5064019309357
"127" "43" 7 5.67581709062729 5.31101857081854 265.792455361225
"128" "43" 2 4.58468445162643 3.10154002151839 286.276491964236
"129" "43" 21 11.4929863462076 5.17479336365656 12.1142289368436
"130" "44" 13 3.62472529863293 6.26083391397781 148.08485659305
"131" "44" 40 13.2469572802851 6.43599883401371 67.8191114449874
"132" "44" 18 9.58443609799481 5.91692386566092 257.640101783909
"133" "45" 3 5.30688049514433 10.1307406598015 159.280720143579
"134" "45" 9 8.42152183046353 2.96891334457781 1.39144524000585
"135" "45" 12 16.5482914838255 11.000307586874 83.2680240506306
"136" "46" 18 3.28625292106241 3.83418795732971 97.5609429180622
"137" "46" 15 6.87311229729101 3.41503840060984 176.611882983707
"138" "46" 33 5.97872532016644 7.07963005806471 74.9054102227092
"139" "47" 4 3.49976138014422 5.30090932849436 12.9351842449978
"140" "47" 14 3.80808308885682 7.10820934754104 33.2036362728104
"141" "47" 6 8.72859767318447 4.29685692403656 211.126143601723
"142" "48" 1 5.39000335613608 7.58759740038521 281.706371647306
"143" "48" 8 4.13020031565846 5.27473750555974 93.3507054112852
"144" "48" 9 5.75285574002324 5.55637679998959 23.5478790476918
"145" "49" 15 7.23103299887847 5.07141849682172 96.5232274029404
"146" "49" 30 11.7689029754963 9.58225666938473 187.471661064774
"147" "49" 14 7.32064811962932 2.40327651338377 132.072554854676
"148" "50" 11 10.1057094708361 2.21995762136845 240.403590188362
"149" "50" 6 5.25646659499612 5.50461236255636 83.7851415155455
"150" "50" 21 9.90397281838249 11.9615577059079 171.213958016597
"151" "51" 36 10.0255799893517 5.20096628192402 12.638403614983
"152" "51" 45 13.0429407279592 3.9549330534839 57.215236639604
"153" "51" 10 5.00985798598384 2.10648654922082 218.125941208564
"154" "52" 24 16.4673188661142 8.51658220729808 248.007015092298
"155" "52" 10 9.42807215281314 6.35714130186195 153.216322604567
"156" "52" 4 3.10101127712871 5.35583934323824 170.317849726416
"157" "53" 8 3.04085916696068 7.41805310155211 0.346745923161507
"158" "53" 46 17.6445784591948 3.30652554707768 43.1334309512749
"159" "53" 6 12.771813618126 5.64861277321603 259.790124907158
"160" "54" 7 6.04306899059075 3.03286100447376 24.768318166025
"161" "54" 13 2.76883453132273 8.84759274001232 73.3712046174332
"162" "54" 6 5.33145284114896 1.8551805772769 294.462947244756
"163" "55" 9 6.9807762767672 4.93910696324662 173.274383833632
"164" "55" 39 14.5398778528946 4.50578298015804 74.6179093373939
"165" "55" 10 6.79930478583064 3.05235434338341 184.486186131835
"166" "56" 7 8.45210688480227 4.07829826258738 9.52719622291625
"167" "56" 6 5.37713159960827 3.86919977665642 43.9270632807165
"168" "56" 3 5.20222689370331 3.01517459002549 210.921892197803
"169" "57" 8 11.6814279735162 2.13024475987321 19.6682125562802
"170" "57" 5 7.61230937859541 12.1870798498165 186.542118689977
"171" "57" 14 20.8001255943018 2.31013884493703 281.198209617287
"172" "58" 11 8.11217979099349 4.55412463395348 26.3683844357729
"173" "58" 6 6.87888623804026 4.69313965946338 291.841052798554
"174" "58" 11 5.01711066884106 2.91313162944261 7.80321315396577
"175" "59" 1 3.83545245778068 5.45709389165721 217.568385601044
"176" "59" 1 9.89789383016602 2.75644013255498 136.111917486414
"177" "59" 3 5.70544230293461 4.86620679952579 169.854721496813
"178" "60" 9 5.6307026397348 2.15352296288267 261.819313885644
"179" "60" 7 4.57361631346398 3.67714405497556 166.368953883648
"180" "60" 13 9.71678271838964 6.00732507590423 221.295662177727
"181" "61" 9 3.35419044092847 1.46340585919454 186.938748601824
"182" "61" 11 6.66613383859433 4.51439076578168 93.3085217373446
"183" "61" 6 4.90219334178901 6.61014780092773 117.658945382573
"184" "62" 6 5.01579549953184 5.87992035140303 60.626236628741
"185" "62" 3 10.8801171337045 7.08731392864863 255.834116879851
"186" "62" 5 9.83368719753335 2.99861759476456 182.049045246094
"187" "63" 9 6.48776775042255 4.59653396231777 226.829404151067
"188" "63" 3 4.38115787047717 3.4201805452149 168.755042622797
"189" "63" 26 10.7376418459531 4.40607069679779 82.7697038417682
"190" "64" 8 8.95118578579042 8.05085186698007 220.667521096766
"191" "64" 2 3.23929040103897 4.35676784905401 164.783938159235
"192" "64" 3 6.34608001599872 2.69941448727607 103.838113183156
"193" "65" 9 2.57531154443214 5.63045189594174 154.489690437913
"194" "65" 11 2.83652535559554 8.45761785676835 244.730384275317
"195" "65" 9 2.18888455846853 4.86325973234753 157.881770795211
"196" "66" 3 5.66516149932658 3.8213336270942 60.9120149631053
"197" "66" 1 2.72939086080758 4.63960424224734 254.432304133661
"198" "66" 5 7.34270226981846 4.07341090106588 111.148264515214
"199" "67" 18 14.2586872970958 5.04404688065095 90.9975512651727
"200" "67" 1 6.67254158349917 7.27874505304063 231.179114081897
"201" "67" 12 6.0449805915511 5.99318790087523 220.034566498362
"202" "68" 2 6.58125545847255 3.73169844601207 251.671799481846
"203" "68" 3 10.7575447052817 7.51888348134477 170.714652724564
"204" "68" 5 5.76524153185213 4.37527605299932 7.88425148930401
"205" "69" 6 7.17754750192583 3.94945494528675 145.838168472983
"206" "69" 16 12.710156287269 4.72815634210869 162.80430983752
"207" "69" 25 18.2090214710043 5.35919754710891 250.99803507328
"208" "70" 24 13.9880216680407 5.27895841789271 218.599361437373
"209" "70" 8 6.5106593004134 2.84887122368029 166.53414205648
"210" "70" 26 9.60105131247407 5.3107637513572 22.0243192277849
"211" "71" 94 11.0114968939663 5.38893016304533 40.9506897674873
"212" "71" 32 4.93776052630484 4.68206261167155 205.382608878426
"213" "71" 123 11.0646799283129 6.68753845522095 29.8865808639675
"214" "72" 26 9.79459112900932 5.13511042482409 61.1357715446502
"215" "72" 2 2.75275667810078 2.44171235648843 109.794041491114
"216" "72" 8 5.95034140768717 1.64533265819058 253.85872728657
"217" "73" 7 7.66932980627823 16.9190369738411 71.0617786506191
"218" "73" 5 7.28172390177379 8.00503298516721 211.463355179876
"219" "73" 4 8.69371672823565 5.25359477694549 32.2826492367312
"220" "74" 14 7.09262975914868 3.71624116577561 233.720660582185
"221" "74" 10 2.15111608439116 3.53173921185341 76.5317050041631
"222" "74" 9 4.21628792888329 6.64998487871657 164.412997802719
"223" "75" 1 6.04130802697572 3.12156297529927 10.1704562315717
"224" "75" 4 12.2151413412836 4.23502166017559 241.832842840813
"225" "75" 7 12.7940243055009 6.62429233054165 101.325842156075
"226" "76" 10 6.29634119494683 2.88606847506508 274.885757407174
"227" "76" 5 6.20438006584338 5.40547389127929 107.131925364956
"228" "76" 6 6.9071063359541 8.37567356670418 292.609503935091
"229" "77" 36 11.5000330281392 7.62246591588113 115.313556790352
"230" "77" 27 11.9409959727534 5.89406156179754 146.602060552686
"231" "77" 12 5.00604723433379 1.95150048647744 147.232869383879
"232" "78" 3 7.80348107443733 4.15409054499737 3.67638724856079
"233" "78" 2 14.5941510360734 3.11481058542611 192.441960191354
"234" "78" 3 12.4578953046639 4.48273436559174 153.772491496056
"235" "79" 12 4.5795944800371 3.69095335960548 96.105635468848
"236" "79" 7 5.34561550728946 1.94278197930964 174.429947300814
"237" "79" 8 3.61574801527674 4.87694884069058 185.203322488815
"238" "80" 8 5.85102801775652 2.4683308804382 131.482361303642
"239" "80" 9 1.49203637690434 2.84300209259052 51.1106941848993
"240" "80" 14 10.2153012054498 7.08470200720983 214.524148986675
